id,user_name,email,phone_number,registration_date,vat_number,invoice_id,user_id,invoice_date,total_amount,supplier_iban,status,due_date,supplier_tax_id,fraud
753,Andrew Hanson,dhenderson@example.net,+1-641-657-6633x791,2022-12-26 00:00:00,VAT977361291,53,753,2025-02-12 00:00:00,1346.57,GB43UFJX44650431898255,paid,2025-02-20 00:00:00,VAT490368056,0
920,Andrew Hoffman,erinhouse@example.net,001-643-305-0931x59040,2020-11-18 00:00:00,VAT374013666,54,920,2025-02-14 00:00:00,4654.24,GB86YYDU91276712023480,paid,2025-03-09 00:00:00,VAT888413280,0
188,Victoria Downs,lindaschmidt@example.org,242.892.7789x14709,2021-03-09 00:00:00,VAT304737934,55,188,2025-03-23 00:00:00,3896.64,GB56GEHG80884680638850,paid,2025-04-24 00:00:00,VAT424229323,0
813,Angelica Gillespie,qolson@example.net,+1-347-839-6187,2024-01-13 00:00:00,VAT800520153,56,813,2025-01-11 00:00:00,2750.46,GB45NJQT94313593528219,pending,2025-03-10 00:00:00,VAT928767768,0
993,Maureen Riley,fake2932@example.com,954.568.0842,2021-03-28 00:00:00,VAT986112436,57,993,2025-02-25 00:00:00,2732.75,GB92WQJT13508329119504,overdue,2025-03-11 00:00:00,VAT996453847,0
382,Christopher Washington,dbuckley@example.org,0000000000,2022-12-26 00:00:00,VAT731482109,58,382,2025-01-19 00:00:00,3222.06,GB51NHWM50726592417145,overdue,2025-01-27 00:00:00,VAT983074475,0
305,Carolyn Gibson,lynn67@example.net,001-951-404-5478x6660,2020-11-14 00:00:00,VAT734389174,59,305,2025-03-02 00:00:00,3486.6,GB13HGAG76036220390453,paid,2025-03-16 00:00:00,VAT522433349,0
262,Lisa Schmidt,orodriguez@example.com,+1-276-219-2112x730,2023-03-31 00:00:00,VAT135452498,60,262,2025-02-27 00:00:00,3783.86,GB79PHAT67428109083239,overdue,2025-03-30 00:00:00,VAT969074433,0
177,Candace Harrison,fake8199@example.com,+1-635-613-9950,2020-12-09 00:00:00,VAT517826556,61,177,2025-01-02 00:00:00,4722.83,GB98JFGS73413236065910,pending,2025-01-25 00:00:00,VAT197701492,0
218,Christine Clark,jonestracy@example.com,661-761-7139,2023-06-17 00:00:00,VAT741173325,62,218,2025-03-15 00:00:00,3548.2,GB68YJDS87454775670502,paid,2025-04-16 00:00:00,VAT512695398,0
633,Timothy Lewis,braytaylor@example.net,0000000000,2024-10-20 00:00:00,VAT854087735,63,633,2025-01-24 00:00:00,1279.35,GB59DYGW54766676681542,paid,2025-02-15 00:00:00,VAT523472699,0
157,Heather Moore,villarrealdavid@example.org,297-699-6480x65329,2022-06-22 00:00:00,VAT650609165,64,157,2025-03-21 00:00:00,343.89,GB19WHEL59966429796592,overdue,2025-05-12 00:00:00,VAT189534924,0
500,Hannah Garrett,wilsonmatthew@example.net,(713)997-7325,2024-01-21 00:00:00,VAT758731166,65,500,2025-01-09 00:00:00,4003.22,GB72IZND62132068909119,pending,2025-01-19 00:00:00,VAT852360477,0
911,Justin Stewart,ihughes@example.net,341-939-7052,2024-04-09 00:00:00,VAT834741506,66,911,2025-01-09 00:00:00,-3725.65,GB31QWMA90980442411785,overdue,2025-02-10 00:00:00,VAT617051761,1
162,Mr. Cody Williams,amy27@example.org,001-245-722-0015x75348,2021-10-27 00:00:00,VAT938883835,67,162,2025-01-21 00:00:00,4788.21,GB79EPNA92231671105039,paid,2025-02-04 00:00:00,VAT365761800,0
854,Dana Thomas,ewade@example.net,990-710-2653x89788,2023-01-05 00:00:00,VAT208825260,68,854,2025-03-19 00:00:00,3522.16,GB25CTGK35456813294175,pending,2025-04-06 00:00:00,VAT228556944,0
957,Courtney Smith,rhonda03@example.com,+1-813-268-7877,2022-05-22 00:00:00,VAT483599612,69,957,2025-02-16 00:00:00,1076.6,GB57RNOM30286372654529,pending,2025-03-11 00:00:00,VAT559771541,0
618,Brett Brooks,mark50@example.org,(395)926-7222,2024-03-25 00:00:00,VAT908500798,70,618,2025-01-31 00:00:00,4968.85,GB75CZMN00837803354414,overdue,2025-01-02 00:00:00,VAT887480350,0
321,Shawn Gonzalez,lking@example.net,902.876.1684x425,2021-10-23 00:00:00,VAT446017278,71,321,2025-01-18 00:00:00,738.3,GB42AQTD24508420704917,overdue,2025-02-10 00:00:00,VAT196166446,0
169,Megan Cortez,zacharymoran@example.org,2249525148,2020-09-27 00:00:00,VAT152661142,72,169,2025-02-08 00:00:00,4553.02,GB28XBKQ04681133244483,overdue,2025-03-22 00:00:00,VAT611695943,0
882,Todd Morrow,johnsonjoshua@example.org,001-953-324-1679x743,2025-01-11 00:00:00,VAT322293701,73,882,2025-01-27 00:00:00,3618.89,GB38CYWN69556653148296,paid,2025-03-22 00:00:00,VAT567393569,0
494,Miguel Mcpherson,fake8894@example.com,9186120452,2024-01-26 00:00:00,VAT288067735,74,494,2025-01-15 00:00:00,4100.99,GB97WODP84229444728869,paid,2025-03-02 00:00:00,VAT578517053,0
176,Martin Kim,cpugh@example.net,395-751-7676x93212,2023-09-28 00:00:00,VAT141255965,75,176,2025-03-22 00:00:00,1469.08,GB39VLZU33109649750574,pending,2025-03-31 00:00:00,VAT377536479,0
878,Kimberly Clark,fake2719@example.com,832-749-7792x11859,2021-03-07 00:00:00,VAT956177368,76,878,2025-01-13 00:00:00,2379.77,GB30VMLC11020777604923,overdue,2025-01-23 00:00:00,VAT530825233,0
394,Alexis Fitzgerald,fake5192@example.com,001-480-279-6534,2021-04-25 00:00:00,VAT852360477,77,394,2025-01-05 00:00:00,4542.01,GB57AOIJ95643352643595,paid,2025-01-15 00:00:00,VAT343510860,0
442,Melissa Clay,frederick25@example.org,(338)794-1749x337,2023-08-16 00:00:00,VAT390574421,78,442,2025-02-08 00:00:00,700.43,GB61JROC72741880268133,paid,2025-03-12 00:00:00,VAT580414159,0
563,Angela Russell,jwallace@example.net,2113260938,2024-02-13 00:00:00,VAT154402676,79,563,2025-01-16 00:00:00,1336.22,GB66OKTO75979861252351,paid,2025-01-22 00:00:00,VAT735360229,0
918,Brian Carter,susannewton@example.com,750.799.1332,2023-07-12 00:00:00,VAT374720970,80,918,2025-03-06 00:00:00,1051.12,GB13YDLR57108903316186,overdue,2025-03-12 00:00:00,VAT568450815,0
261,Sean Reyes,millerkayla@example.org,0000000000,2024-03-10 00:00:00,VAT230609346,81,261,2025-02-15 00:00:00,3117.11,GB89YQZZ75045955189114,paid,2025-03-06 00:00:00,VAT569894163,0
461,Kristie Costa,diane58@example.org,001-455-619-1721x76320,2020-03-18 00:00:00,VAT815016359,82,461,2025-02-09 00:00:00,1045.12,GB52GLDE11728118652784,paid,2025-03-27 00:00:00,VAT448210947,0
919,William Rasmussen,richard80@example.com,001-210-473-7010x77700,2022-01-02 00:00:00,VAT593769261,83,919,2025-01-25 00:00:00,1255.8,GB96HVLP93882439179054,pending,2025-02-04 00:00:00,VAT743458653,0
373,Catherine Davis,lopezshelby@example.org,(357)329-2531x3303,2020-12-16 00:00:00,VAT670499026,84,373,2025-01-24 00:00:00,4772.4,GB89WKKT51299320368270,pending,2025-02-10 00:00:00,VAT897918777,0
870,Amy Brown,delacruzshawn@example.net,0000000000,2023-04-30 00:00:00,VAT651370109,85,870,2025-03-21 00:00:00,4283.67,GB65LGJE80694112030490,paid,2025-03-23 00:00:00,VAT556002719,0
297,Nancy Thompson,callahanstacie@example.com,(551)307-5138,2024-05-21 00:00:00,VAT759115051,86,297,2025-01-31 00:00:00,3929.56,GB10PUKF49964112939138,overdue,2025-02-27 00:00:00,VAT192867797,0
559,Kimberly Hayes,tgood@example.org,+1-443-683-9444x36961,2020-04-02 00:00:00,VAT752105714,87,559,2025-02-10 00:00:00,4469.32,GB87PHHT73769485344631,paid,2025-03-20 00:00:00,VAT644321367,0
690,Melissa Webb,grimesjuan@example.net,949.778.1828x178,2023-06-25 00:00:00,VAT142798176,88,690,2025-02-18 00:00:00,348.32,GB50DVDA71735592166942,pending,2025-02-19 00:00:00,VAT186576929,0
573,Melissa Woodard,wfigueroa@example.com,0000000000,2024-11-06 00:00:00,VAT996453847,89,573,2025-01-09 00:00:00,3421.57,GB48VQPY21369019402670,overdue,2025-01-11 00:00:00,VAT719710302,0
105,Timothy Lucas,lcolon@example.net,587-458-5464x51874,2020-02-15 00:00:00,VAT663742647,90,105,2025-03-09 00:00:00,4614.44,GB43JVHC70333816749350,paid,2025-02-14 00:00:00,VAT845229087,0
319,John Williams,brandon57@example.net,968-406-9237x93144,2022-01-07 00:00:00,VAT774263969,91,319,2025-03-11 00:00:00,2145.14,GB49AJLT65130296124408,paid,2025-04-25 00:00:00,VAT628391765,0
646,Katie Russo,brendamontes@example.com,617.872.5688,2023-03-14 00:00:00,VAT374981399,92,646,2025-03-08 00:00:00,4589.31,GB49BAJA94135000733457,pending,2025-05-06 00:00:00,VAT530954700,0
7,Audrey Webster,douglas81@example.org,(744)601-2251,2024-08-16 00:00:00,VAT640655357,93,7,2025-02-28 00:00:00,2233.62,GB88GXGQ56968621520137,paid,2025-04-10 00:00:00,VAT252583161,0
806,Dr. Thomas Graham,david62@example.org,896.976.2717,2022-01-09 00:00:00,VAT294619635,94,806,2025-01-02 00:00:00,261.91,GB48YNOB39430505558332,pending,2025-02-06 00:00:00,VAT589603420,0
595,Gary Schneider,fake4988@example.com,+1-318-947-3988x481,2025-02-17 00:00:00,VAT324679372,95,595,2025-02-17 00:00:00,957.25,GB33QKRI39435003265469,paid,2025-03-14 00:00:00,VAT917976473,0
887,Kevin Bush,sloancorey@example.com,716.802.5270,2024-04-12 00:00:00,VAT888466530,96,887,2025-01-22 00:00:00,3581.38,GB63PWNW69452720254031,overdue,2025-03-06 00:00:00,VAT243073137,0
74,Alexandra Collins,adiaz@example.com,237-438-5601x623,2023-06-02 00:00:00,VAT330948542,97,74,2025-03-25 00:00:00,4061.12,GB19RJVC30048346049867,overdue,2025-05-09 00:00:00,VAT321384130,0
115,Erica King,kellylynn@example.net,740.539.3494,2021-04-25 00:00:00,VAT348923288,98,115,2025-02-13 00:00:00,3843.32,GB51MTYB62492824369492,pending,2025-04-05 00:00:00,VAT810617343,0
917,Kevin Clark,fake6397@example.com,+1-603-887-3735,2024-03-29 00:00:00,VAT751644522,99,917,2025-03-04 00:00:00,4544.77,GB83EIZV68763021669420,pending,2025-05-03 00:00:00,VAT270170152,0
618,Brett Brooks,mark50@example.org,(395)926-7222,2024-03-25 00:00:00,VAT908500798,100,618,2025-03-16 00:00:00,805.26,GB42TTOL73867783752509,overdue,2025-03-19 00:00:00,VAT628391765,0
854,Dana Thomas,ewade@example.net,990-710-2653x89788,2023-01-05 00:00:00,VAT208825260,101,854,2025-03-23 00:00:00,1120.22,GB23SQDA36700866741022,paid,2025-04-03 00:00:00,VAT493002045,0
302,Matthew Morrow,ericking@example.com,001-907-749-7416x6986,2022-10-29 00:00:00,VAT711551718,102,302,2025-03-24 00:00:00,2747.78,GB89TYQD34605179164577,paid,2025-05-10 00:00:00,VAT307378939,0
508,Karla Hall,andrewstokes@example.net,(779)316-2282x889,2022-07-24 00:00:00,VAT301579868,103,508,2025-01-12 00:00:00,326.51,GB19NMLE51569962464508,pending,2025-03-10 00:00:00,VAT491079833,0
155,Jill Miles,ggarcia@example.net,(942)742-2652,2022-04-09 00:00:00,VAT506121231,104,155,2025-01-29 00:00:00,780.49,GB04BPNN37999967077378,paid,2025-02-23 00:00:00,VAT438964742,0
772,Dr. Kristine Santos,blankenshipbrandon@example.org,+1-927-764-9473x42504,2021-10-03 00:00:00,VAT553979412,105,772,2025-03-22 00:00:00,510.58,GB55PLCA07301073688650,paid,2025-05-08 00:00:00,VAT990189011,0
759,Terry Hoffman,dunnlisa@example.com,0000000000,2022-11-14 00:00:00,VAT510600148,106,759,2025-02-05 00:00:00,1597.48,GB92IBDO69478686113213,overdue,2025-02-20 00:00:00,VAT537823985,0
645,Neil Stephens,wramsey@example.net,324.328.1253x0212,2021-09-23 00:00:00,VAT424507581,107,645,2025-02-13 00:00:00,2763.38,GB46PDAG38935345483407,paid,2025-03-25 00:00:00,VAT196278553,0
358,Grant Carpenter,jeffrey60@example.com,4387007973,2020-04-28 00:00:00,VAT384921822,108,358,2025-02-06 00:00:00,78.01,GB41PLFW16547004250792,pending,2025-03-30 00:00:00,VAT668937673,0
151,Hannah Brock,latasha09@example.net,221.546.4338x91562,2023-06-15 00:00:00,VAT799665017,109,151,2025-01-03 00:00:00,4908.92,GB28PFTA79703533786289,overdue,2024-12-10 00:00:00,VAT797936166,0
410,Kristen Williams,donald19@example.com,651-834-0530,2020-06-17 00:00:00,VAT345000209,110,410,2025-01-31 00:00:00,1050.63,GB89GLJL59258433472732,overdue,2025-03-23 00:00:00,VAT903938686,0
295,James Kim,jtaylor@example.org,(523)285-4887,2021-03-20 00:00:00,VAT236170124,111,295,2025-03-09 00:00:00,3730.43,GB11EETZ22538393021238,pending,2025-03-16 00:00:00,VAT277368266,0
357,Steven Davis,dwillis@example.net,(424)903-3669x20653,2022-11-03 00:00:00,VAT810617343,112,357,2025-02-14 00:00:00,4246.06,GB62DYDW18652573257026,pending,2025-03-03 00:00:00,VAT443967442,0
207,Lindsey Brown,murraynicole@example.com,857.544.5447x3137,2021-02-25 00:00:00,VAT667722551,113,207,2025-02-20 00:00:00,3538.34,GB75IWEY22088183704983,paid,2025-02-28 00:00:00,VAT733052845,0
221,Jennifer Morgan,vbrowning@example.com,+1-915-235-9969x44051,2022-07-17 00:00:00,VAT988718916,114,221,2025-03-02 00:00:00,4814.2,GB97TLNK70491055155212,paid,2025-03-17 00:00:00,VAT486833622,0
275,Timothy Wagner,david69@example.com,372.681.4081,2024-09-11 00:00:00,VAT187274962,115,275,2025-01-14 00:00:00,265.38,GB95SYVQ15733034622090,overdue,2025-01-22 00:00:00,VAT431336348,0
81,Joseph Simpson,sholland@example.com,(652)800-5470x08465,2020-11-19 00:00:00,VAT653468102,116,81,2025-03-27 00:00:00,1920.89,GB12HECU03732184201864,overdue,2025-05-11 00:00:00,VAT522433349,0
158,Jennifer Patel,robertherrera@example.net,991.857.5224x612,2024-04-07 00:00:00,VAT675656793,117,158,2025-01-18 00:00:00,2127.82,GB14IJDX41397935364223,pending,2025-03-13 00:00:00,VAT170963025,0
494,Miguel Mcpherson,fake8894@example.com,9186120452,2024-01-26 00:00:00,VAT288067735,118,494,2025-03-17 00:00:00,3417.21,GB44PNVI88188316960047,overdue,2025-03-21 00:00:00,VAT641821607,0
699,Catherine Cortez,christophergarcia@example.net,001-822-440-1311x69828,2023-01-15 00:00:00,VAT552623964,119,699,2025-02-20 00:00:00,4953.38,GB02JKCL55856599572596,pending,2025-03-23 00:00:00,VAT372439667,0
946,Angela Garcia,khawkins@example.com,489-254-0070x503,2022-11-23 00:00:00,VAT546187567,120,946,2025-01-29 00:00:00,746.15,GB05XPNV98233175065194,pending,2025-03-14 00:00:00,VAT318732076,0
971,Pamela Ross,carrieowens@example.net,317.813.7560,2020-11-11 00:00:00,VAT231288937,121,971,2025-02-19 00:00:00,2194.71,GB81VNYG45669114159175,paid,2025-03-01 00:00:00,VAT248225680,0
800,Gabrielle Guerra,cookkristen@example.com,817.267.1720x466,2024-02-19 00:00:00,VAT648560211,122,800,2025-02-21 00:00:00,2817.91,GB82IMAS58241092101338,paid,2025-04-07 00:00:00,VAT206352474,0
479,Christine Ellis,patelcarl@example.org,858.447.6583x212,2024-10-22 00:00:00,VAT287430384,123,479,2025-01-16 00:00:00,7155.56,GB83RERI41832341103596,overdue,2025-03-15 00:00:00,VAT568404265,1
892,Sarah Fuller,erin90@example.com,0000000000,2020-08-13 00:00:00,VAT384119053,124,892,2025-01-28 00:00:00,4330.47,GB72ZOUV34257241012301,overdue,2025-02-18 00:00:00,VAT278947293,0
949,Raymond Martinez DDS,delacruztonya@example.org,(396)460-3952x5561,2024-11-29 00:00:00,VAT885612663,125,949,2025-03-19 00:00:00,2081.21,GB18FOBD21812896011127,overdue,2025-03-26 00:00:00,VAT736124970,0
194,Barry Hoover,kellygates@example.com,664.657.9221x4799,2024-06-13 00:00:00,VAT372439667,126,194,2025-01-09 00:00:00,4654.09,GB20DUYT61799184628077,paid,2025-02-15 00:00:00,VAT453403360,0
